V4_0,Time_codelist,Time,Geography_codelist,Geography,Costs_codelist,Costs,SA / NSA_codelist,SA / NSA,SIC_codelist,SIC
154.8,Quarter,2011 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
152.2,Quarter,2011 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
174.7,Quarter,2011 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
148.9,Quarter,2011 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_S Other Service Activities
147.3,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
153.9,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
102.2,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
148.8,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
173.9,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
163.4,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
242.1,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
169.9,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
154.1,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
151.3,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
174.3,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
153.6,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
147.5,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
145.7,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
161.3,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
144.8,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
155.0,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
144.9,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
217.0,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
155.4,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
155.3,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
151.4,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
184.8,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
156.4,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
151.6,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
145.8,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
191.4,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
150.8,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
137.1,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
133.7,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
162.2,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
137.6,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
137.6,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
129.0,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
195.9,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
130.9,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
151.8,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
151.3,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
155.6,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
155.0,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_F Construction
135.1,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
133.2,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
148.5,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
137.2,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
149.8,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
148.7,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
159.8,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
147.4,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
162.3,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
158.4,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
191.3,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
162.2,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_H Transport and Storage
155.9,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
156.6,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
148.8,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
155.3,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
151.7,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
148.0,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
175.8,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
148.4,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_J Information and Communication
151.7,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
149.1,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
169.7,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
158.0,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
157.7,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
155.9,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
169.1,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
162.3,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_L Real Estate Activities
155.6,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
153.3,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
172.5,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
154.7,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
143.1,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
141.3,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
155.5,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
142.6,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
152.8,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
152.6,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
155.6,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
153.3,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_O Public Administration
146.4,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
141.9,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
174.8,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
147.3,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_P Education
163.1,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
161.3,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
180.5,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
164.2,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_Q Health and Social Work
131.4,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
129.9,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
142.7,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
134.2,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
152.6,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
149.9,Quarter,2011 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
173.4,Quarter,2011 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
153.8,Quarter,2011 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_S Other Service Activities
148.4,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
155.2,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
102.4,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
145.0,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
162.0,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
152.7,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
223.1,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
162.6,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
151.6,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
148.3,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
175.0,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
151.9,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
166.2,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
163.1,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
191.5,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
164.2,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
162.2,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
151.8,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
226.0,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
165.5,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
155.4,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
152.4,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
178.8,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
158.6,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
149.3,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
144.5,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
182.1,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
151.8,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
140.1,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
136.1,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
169.7,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
141.4,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
134.6,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
127.0,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
186.4,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
130.8,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
149.1,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
149.3,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
147.4,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
152.4,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_F Construction
141.5,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
139.4,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
156.6,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
144.2,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
146.2,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
144.9,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
157.2,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
147.1,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
162.7,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
158.7,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
191.8,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
163.3,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_H Transport and Storage
157.7,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
157.4,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
160.7,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
157.9,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
148.4,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
144.3,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
175.6,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
147.4,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_J Information and Communication
136.5,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
133.9,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
154.6,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
155.5,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
150.8,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
150.0,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
155.9,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
155.5,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_L Real Estate Activities
154.9,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
152.5,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
173.1,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
153.7,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
145.0,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
141.4,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
173.7,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
144.3,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
154.7,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
153.9,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
160.1,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
154.4,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_O Public Administration
174.9,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
170.1,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
205.5,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
176.0,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_P Education
165.2,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
163.3,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
182.7,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
166.3,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_Q Health and Social Work
127.4,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
125.7,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
140.5,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
128.6,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
149.7,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
146.6,Quarter,2011 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
172.7,Quarter,2011 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
151.4,Quarter,2011 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_S Other Service Activities
187.3,Quarter,2011 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
195.9,Quarter,2011 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
