V4_0,Time_codelist,Time,Geography_codelist,Geography,RSI Industry_codelist,RSI Industry,Series type_codelist,Series type,Seasonal adjustment_codelist,Seasonal adjustment
7.6,Month,Jan-15,K03000001,,AGG13,,R,,SA,
8,Month,Feb-15,K03000001,,AGG13,,R,,SA,
7.8,Month,Mar-15,K03000001,,AGG13,,R,,SA,
7.4,Month,Apr-15,K03000001,,AGG13,,R,,SA,
7.6,Month,May-15,K03000001,,AGG13,,R,,SA,
6.9,Month,Jun-15,K03000001,,AGG13,,R,,SA,
6.8,Month,Jul-15,K03000001,,AGG13,,R,,SA,
7,Month,Aug-15,K03000001,,AGG13,,R,,SA,
7.1,Month,Sep-15,K03000001,,AGG13,,R,,SA,
7.2,Month,Oct-15,K03000001,,AGG13,,R,,SA,
7.8,Month,Nov-15,K03000001,,AGG13,,R,,SA,
7.2,Month,Dec-15,K03000001,,AGG13,,R,,SA,
7,Month,Jan-16,K03000001,,AGG13,,R,,SA,
7.4,Month,Feb-16,K03000001,,AGG13,,R,,SA,
7.6,Month,Mar-16,K03000001,,AGG13,,R,,SA,
8,Month,Apr-16,K03000001,,AGG13,,R,,SA,
7.3,Month,May-16,K03000001,,AGG13,,R,,SA,
8.7,Month,Jun-16,K03000001,,AGG13,,R,,SA,
8,Month,Jul-16,K03000001,,AGG13,,R,,SA,
9.2,Month,Aug-16,K03000001,,AGG13,,R,,SA,
8.9,Month,Sep-16,K03000001,,AGG13,,R,,SA,
8.9,Month,Oct-16,K03000001,,AGG13,,R,,SA,
9.1,Month,Nov-16,K03000001,,AGG13,,R,,SA,
8.6,Month,Dec-16,K03000001,,AGG13,,R,,SA,
8.4,Month,Jan-17,K03000001,,AGG13,,R,,SA,
8.6,Month,Feb-17,K03000001,,AGG13,,R,,SA,
10.1,Month,Mar-17,K03000001,,AGG13,,R,,SA,
9.7,Month,Apr-17,K03000001,,AGG13,,R,,SA,
9.2,Month,May-17,K03000001,,AGG13,,R,,SA,
9.3,Month,Jun-17,K03000001,,AGG13,,R,,SA,
11.4,Month,Jul-17,K03000001,,AGG13,,R,,SA,
9.3,Month,Aug-17,K03000001,,AGG13,,R,,SA,
24,Month,Nov-06,K03000001,,AGG13,,XO1,,SA,
25.3,Month,Dec-06,K03000001,,AGG13,,XO1,,SA,
25.6,Month,Jan-07,K03000001,,AGG13,,XO1,,SA,
27.6,Month,Feb-07,K03000001,,AGG13,,XO1,,SA,
29.3,Month,Mar-07,K03000001,,AGG13,,XO1,,SA,
30.8,Month,Apr-07,K03000001,,AGG13,,XO1,,SA,
31.8,Month,May-07,K03000001,,AGG13,,XO1,,SA,
32.2,Month,Jun-07,K03000001,,AGG13,,XO1,,SA,
33.8,Month,Jul-07,K03000001,,AGG13,,XO1,,SA,
33.6,Month,Aug-07,K03000001,,AGG13,,XO1,,SA,
35.6,Month,Sep-07,K03000001,,AGG13,,XO1,,SA,
37.3,Month,Oct-07,K03000001,,AGG13,,XO1,,SA,
39,Month,Nov-07,K03000001,,AGG13,,XO1,,SA,
41.3,Month,Dec-07,K03000001,,AGG13,,XO1,,SA,
43.1,Month,Jan-08,K03000001,,AGG13,,XO1,,SA,
45.6,Month,Feb-08,K03000001,,AGG13,,XO1,,SA,
45.7,Month,Mar-08,K03000001,,AGG13,,XO1,,SA,
48.8,Month,Apr-08,K03000001,,AGG13,,XO1,,SA,
47.9,Month,May-08,K03000001,,AGG13,,XO1,,SA,
49.5,Month,Jun-08,K03000001,,AGG13,,XO1,,SA,
49.3,Month,Jul-08,K03000001,,AGG13,,XO1,,SA,
50.2,Month,Aug-08,K03000001,,AGG13,,XO1,,SA,
52.3,Month,Sep-08,K03000001,,AGG13,,XO1,,SA,
52.9,Month,Oct-08,K03000001,,AGG13,,XO1,,SA,
53.7,Month,Nov-08,K03000001,,AGG13,,XO1,,SA,
57.8,Month,Dec-08,K03000001,,AGG13,,XO1,,SA,
59.9,Month,Jan-09,K03000001,,AGG13,,XO1,,SA,
60.9,Month,Feb-09,K03000001,,AGG13,,XO1,,SA,
65.2,Month,Mar-09,K03000001,,AGG13,,XO1,,SA,
61.4,Month,Apr-09,K03000001,,AGG13,,XO1,,SA,
62.2,Month,May-09,K03000001,,AGG13,,XO1,,SA,
64.8,Month,Jun-09,K03000001,,AGG13,,XO1,,SA,
62.1,Month,Jul-09,K03000001,,AGG13,,XO1,,SA,
63.3,Month,Aug-09,K03000001,,AGG13,,XO1,,SA,
63.7,Month,Sep-09,K03000001,,AGG13,,XO1,,SA,
66.7,Month,Oct-09,K03000001,,AGG13,,XO1,,SA,
75.2,Month,Nov-09,K03000001,,AGG13,,XO1,,SA,
65.7,Month,Dec-09,K03000001,,AGG13,,XO1,,SA,
52.8,Month,Jan-10,K03000001,,AGG13,,XO1,,SA,
63.7,Month,Feb-10,K03000001,,AGG13,,XO1,,SA,
65.3,Month,Mar-10,K03000001,,AGG13,,XO1,,SA,
74.6,Month,Apr-10,K03000001,,AGG13,,XO1,,SA,
78.1,Month,May-10,K03000001,,AGG13,,XO1,,SA,
78.9,Month,Jun-10,K03000001,,AGG13,,XO1,,SA,
91.9,Month,Jul-10,K03000001,,AGG13,,XO1,,SA,
103.6,Month,Aug-10,K03000001,,AGG13,,XO1,,SA,
97,Month,Sep-10,K03000001,,AGG13,,XO1,,SA,
101.7,Month,Oct-10,K03000001,,AGG13,,XO1,,SA,
112.5,Month,Nov-10,K03000001,,AGG13,,XO1,,SA,
117.8,Month,Dec-10,K03000001,,AGG13,,XO1,,SA,
100.3,Month,Jan-11,K03000001,,AGG13,,XO1,,SA,
97.7,Month,Feb-11,K03000001,,AGG13,,XO1,,SA,
103.4,Month,Mar-11,K03000001,,AGG13,,XO1,,SA,
94.8,Month,Apr-11,K03000001,,AGG13,,XO1,,SA,
97.1,Month,May-11,K03000001,,AGG13,,XO1,,SA,
95.2,Month,Jun-11,K03000001,,AGG13,,XO1,,SA,
92.7,Month,Jul-11,K03000001,,AGG13,,XO1,,SA,
90.6,Month,Aug-11,K03000001,,AGG13,,XO1,,SA,
90.9,Month,Sep-11,K03000001,,AGG13,,XO1,,SA,
92.6,Month,Oct-11,K03000001,,AGG13,,XO1,,SA,
86.8,Month,Nov-11,K03000001,,AGG13,,XO1,,SA,
83,Month,Dec-11,K03000001,,AGG13,,XO1,,SA,
88.1,Month,Jan-12,K03000001,,AGG13,,XO1,,SA,
90.5,Month,Feb-12,K03000001,,AGG13,,XO1,,SA,
83.9,Month,Mar-12,K03000001,,AGG13,,XO1,,SA,
93,Month,Apr-12,K03000001,,AGG13,,XO1,,SA,
110,Month,May-12,K03000001,,AGG13,,XO1,,SA,
94.9,Month,Jun-12,K03000001,,AGG13,,XO1,,SA,
97.4,Month,Jul-12,K03000001,,AGG13,,XO1,,SA,
96.2,Month,Aug-12,K03000001,,AGG13,,XO1,,SA,
91.2,Month,Sep-12,K03000001,,AGG13,,XO1,,SA,
82.7,Month,Oct-12,K03000001,,AGG13,,XO1,,SA,
90.1,Month,Nov-12,K03000001,,AGG13,,XO1,,SA,
92.8,Month,Dec-12,K03000001,,AGG13,,XO1,,SA,
85.8,Month,Jan-13,K03000001,,AGG13,,XO1,,SA,
98,Month,Feb-13,K03000001,,AGG13,,XO1,,SA,
99.6,Month,Mar-13,K03000001,,AGG13,,XO1,,SA,
106.6,Month,Apr-13,K03000001,,AGG13,,XO1,,SA,
108,Month,May-13,K03000001,,AGG13,,XO1,,SA,
95,Month,Jun-13,K03000001,,AGG13,,XO1,,SA,
100.3,Month,Jul-13,K03000001,,AGG13,,XO1,,SA,
104.9,Month,Aug-13,K03000001,,AGG13,,XO1,,SA,
102.1,Month,Sep-13,K03000001,,AGG13,,XO1,,SA,
104.6,Month,Oct-13,K03000001,,AGG13,,XO1,,SA,
98.5,Month,Nov-13,K03000001,,AGG13,,XO1,,SA,
97.8,Month,Dec-13,K03000001,,AGG13,,XO1,,SA,
99.7,Month,Jan-14,K03000001,,AGG13,,XO1,,SA,
103.6,Month,Feb-14,K03000001,,AGG13,,XO1,,SA,
101.3,Month,Mar-14,K03000001,,AGG13,,XO1,,SA,
98.1,Month,Apr-14,K03000001,,AGG13,,XO1,,SA,
95.4,Month,May-14,K03000001,,AGG13,,XO1,,SA,
101.8,Month,Jun-14,K03000001,,AGG13,,XO1,,SA,
98.7,Month,Jul-14,K03000001,,AGG13,,XO1,,SA,
94.2,Month,Aug-14,K03000001,,AGG13,,XO1,,SA,
93.3,Month,Sep-14,K03000001,,AGG13,,XO1,,SA,
98.6,Month,Oct-14,K03000001,,AGG13,,XO1,,SA,
105.8,Month,Nov-14,K03000001,,AGG13,,XO1,,SA,
107.1,Month,Dec-14,K03000001,,AGG13,,XO1,,SA,
102.9,Month,Jan-15,K03000001,,AGG13,,XO1,,SA,
109.6,Month,Feb-15,K03000001,,AGG13,,XO1,,SA,
105.1,Month,Mar-15,K03000001,,AGG13,,XO1,,SA,
101.2,Month,Apr-15,K03000001,,AGG13,,XO1,,SA,
104.7,Month,May-15,K03000001,,AGG13,,XO1,,SA,
93.2,Month,Jun-15,K03000001,,AGG13,,XO1,,SA,
91.6,Month,Jul-15,K03000001,,AGG13,,XO1,,SA,
92.5,Month,Aug-15,K03000001,,AGG13,,XO1,,SA,
94.7,Month,Sep-15,K03000001,,AGG13,,XO1,,SA,
97.6,Month,Oct-15,K03000001,,AGG13,,XO1,,SA,
104.4,Month,Nov-15,K03000001,,AGG13,,XO1,,SA,
95.3,Month,Dec-15,K03000001,,AGG13,,XO1,,SA,
96.5,Month,Jan-16,K03000001,,AGG13,,XO1,,SA,
102.5,Month,Feb-16,K03000001,,AGG13,,XO1,,SA,
105.3,Month,Mar-16,K03000001,,AGG13,,XO1,,SA,
116.8,Month,Apr-16,K03000001,,AGG13,,XO1,,SA,
104,Month,May-16,K03000001,,AGG13,,XO1,,SA,
124.1,Month,Jun-16,K03000001,,AGG13,,XO1,,SA,
115.7,Month,Jul-16,K03000001,,AGG13,,XO1,,SA,
129.3,Month,Aug-16,K03000001,,AGG13,,XO1,,SA,
127,Month,Sep-16,K03000001,,AGG13,,XO1,,SA,
129.7,Month,Oct-16,K03000001,,AGG13,,XO1,,SA,
133.3,Month,Nov-16,K03000001,,AGG13,,XO1,,SA,
128,Month,Dec-16,K03000001,,AGG13,,XO1,,SA,
121.6,Month,Jan-17,K03000001,,AGG13,,XO1,,SA,
127.2,Month,Feb-17,K03000001,,AGG13,,XO1,,SA,
140.7,Month,Mar-17,K03000001,,AGG13,,XO1,,SA,
145.5,Month,Apr-17,K03000001,,AGG13,,XO1,,SA,
135.9,Month,May-17,K03000001,,AGG13,,XO1,,SA,
138.6,Month,Jun-17,K03000001,,AGG13,,XO1,,SA,
168.4,Month,Jul-17,K03000001,,AGG13,,XO1,,SA,
142.9,Month,Aug-17,K03000001,,AGG13,,XO1,,SA,
60.2,Month,Nov-07,K03000001,,AGG14,,CPP,,SA,
66.7,Month,Dec-07,K03000001,,AGG14,,CPP,,SA,
66.5,Month,Jan-08,K03000001,,AGG14,,CPP,,SA,
62.3,Month,Feb-08,K03000001,,AGG14,,CPP,,SA,
54.8,Month,Mar-08,K03000001,,AGG14,,CPP,,SA,
56.4,Month,Apr-08,K03000001,,AGG14,,CPP,,SA,
49.4,Month,May-08,K03000001,,AGG14,,CPP,,SA,
52.2,Month,Jun-08,K03000001,,AGG14,,CPP,,SA,
54.7,Month,Jul-08,K03000001,,AGG14,,CPP,,SA,
48.6,Month,Aug-08,K03000001,,AGG14,,CPP,,SA,
47.1,Month,Sep-08,K03000001,,AGG14,,CPP,,SA,
41.8,Month,Oct-08,K03000001,,AGG14,,CPP,,SA,
38.4,Month,Nov-08,K03000001,,AGG14,,CPP,,SA,
39,Month,Dec-08,K03000001,,AGG14,,CPP,,SA,
40.4,Month,Jan-09,K03000001,,AGG14,,CPP,,SA,
34.1,Month,Feb-09,K03000001,,AGG14,,CPP,,SA,
25.9,Month,Mar-09,K03000001,,AGG14,,CPP,,SA,
31.5,Month,Apr-09,K03000001,,AGG14,,CPP,,SA,
21.6,Month,May-09,K03000001,,AGG14,,CPP,,SA,
21.1,Month,Jun-09,K03000001,,AGG14,,CPP,,SA,
31.3,Month,Jul-09,K03000001,,AGG14,,CPP,,SA,
25.1,Month,Aug-09,K03000001,,AGG14,,CPP,,SA,
24.5,Month,Sep-09,K03000001,,AGG14,,CPP,,SA,
33.5,Month,Oct-09,K03000001,,AGG14,,CPP,,SA,
44.2,Month,Nov-09,K03000001,,AGG14,,CPP,,SA,
31.7,Month,Dec-09,K03000001,,AGG14,,CPP,,SA,
17.8,Month,Jan-10,K03000001,,AGG14,,CPP,,SA,
16,Month,Feb-10,K03000001,,AGG14,,CPP,,SA,
21.4,Month,Mar-10,K03000001,,AGG14,,CPP,,SA,
9.5,Month,Apr-10,K03000001,,AGG14,,CPP,,SA,
22,Month,May-10,K03000001,,AGG14,,CPP,,SA,
17.8,Month,Jun-10,K03000001,,AGG14,,CPP,,SA,
9.8,Month,Jul-10,K03000001,,AGG14,,CPP,,SA,
22.3,Month,Aug-10,K03000001,,AGG14,,CPP,,SA,
19.3,Month,Sep-10,K03000001,,AGG14,,CPP,,SA,
19.2,Month,Oct-10,K03000001,,AGG14,,CPP,,SA,
13,Month,Nov-10,K03000001,,AGG14,,CPP,,SA,
18.6,Month,Dec-10,K03000001,,AGG14,,CPP,,SA,
31.3,Month,Jan-11,K03000001,,AGG14,,CPP,,SA,
29,Month,Feb-11,K03000001,,AGG14,,CPP,,SA,
22.1,Month,Mar-11,K03000001,,AGG14,,CPP,,SA,
23.7,Month,Apr-11,K03000001,,AGG14,,CPP,,SA,
24.7,Month,May-11,K03000001,,AGG14,,CPP,,SA,
30.2,Month,Jun-11,K03000001,,AGG14,,CPP,,SA,
29.5,Month,Jul-11,K03000001,,AGG14,,CPP,,SA,
28.5,Month,Aug-11,K03000001,,AGG14,,CPP,,SA,
31.9,Month,Sep-11,K03000001,,AGG14,,CPP,,SA,
24.8,Month,Oct-11,K03000001,,AGG14,,CPP,,SA,
38.5,Month,Nov-11,K03000001,,AGG14,,CPP,,SA,
32.8,Month,Dec-11,K03000001,,AGG14,,CPP,,SA,
21.9,Month,Jan-12,K03000001,,AGG14,,CPP,,SA,
26.3,Month,Feb-12,K03000001,,AGG14,,CPP,,SA,
31.9,Month,Mar-12,K03000001,,AGG14,,CPP,,SA,
32,Month,Apr-12,K03000001,,AGG14,,CPP,,SA,
27,Month,May-12,K03000001,,AGG14,,CPP,,SA,
20.1,Month,Jun-12,K03000001,,AGG14,,CPP,,SA,
18.4,Month,Jul-12,K03000001,,AGG14,,CPP,,SA,
2,Month,Aug-12,K03000001,,AGG14,,CPP,,SA,
10.7,Month,Sep-12,K03000001,,AGG14,,CPP,,SA,
11.6,Month,Oct-12,K03000001,,AGG14,,CPP,,SA,
1.5,Month,Nov-12,K03000001,,AGG14,,CPP,,SA,
14.7,Month,Dec-12,K03000001,,AGG14,,CPP,,SA,
14.2,Month,Jan-13,K03000001,,AGG14,,CPP,,SA,
18.8,Month,Feb-13,K03000001,,AGG14,,CPP,,SA,
21.5,Month,Mar-13,K03000001,,AGG14,,CPP,,SA,
16.9,Month,Apr-13,K03000001,,AGG14,,CPP,,SA,
15.7,Month,May-13,K03000001,,AGG14,,CPP,,SA,
20.3,Month,Jun-13,K03000001,,AGG14,,CPP,,SA,
21.8,Month,Jul-13,K03000001,,AGG14,,CPP,,SA,
35.7,Month,Aug-13,K03000001,,AGG14,,CPP,,SA,
19.6,Month,Sep-13,K03000001,,AGG14,,CPP,,SA,
21.7,Month,Oct-13,K03000001,,AGG14,,CPP,,SA,
16.9,Month,Nov-13,K03000001,,AGG14,,CPP,,SA,
12.2,Month,Dec-13,K03000001,,AGG14,,CPP,,SA,
10.1,Month,Jan-14,K03000001,,AGG14,,CPP,,SA,
15.4,Month,Feb-14,K03000001,,AGG14,,CPP,,SA,
11.6,Month,Mar-14,K03000001,,AGG14,,CPP,,SA,
19.2,Month,Apr-14,K03000001,,AGG14,,CPP,,SA,
23.1,Month,May-14,K03000001,,AGG14,,CPP,,SA,
16.6,Month,Jun-14,K03000001,,AGG14,,CPP,,SA,
17.1,Month,Jul-14,K03000001,,AGG14,,CPP,,SA,
14.5,Month,Aug-14,K03000001,,AGG14,,CPP,,SA,
12.9,Month,Sep-14,K03000001,,AGG14,,CPP,,SA,
15.7,Month,Oct-14,K03000001,,AGG14,,CPP,,SA,
22,Month,Nov-14,K03000001,,AGG14,,CPP,,SA,
15.4,Month,Dec-14,K03000001,,AGG14,,CPP,,SA,
27.7,Month,Jan-15,K03000001,,AGG14,,CPP,,SA,
11.5,Month,Feb-15,K03000001,,AGG14,,CPP,,SA,
13.9,Month,Mar-15,K03000001,,AGG14,,CPP,,SA,
17,Month,Apr-15,K03000001,,AGG14,,CPP,,SA,
8.1,Month,May-15,K03000001,,AGG14,,CPP,,SA,
15.3,Month,Jun-15,K03000001,,AGG14,,CPP,,SA,
17.3,Month,Jul-15,K03000001,,AGG14,,CPP,,SA,
6.9,Month,Aug-15,K03000001,,AGG14,,CPP,,SA,
16.2,Month,Sep-15,K03000001,,AGG14,,CPP,,SA,
11.6,Month,Oct-15,K03000001,,AGG14,,CPP,,SA,
11.5,Month,Nov-15,K03000001,,AGG14,,CPP,,SA,
4.5,Month,Dec-15,K03000001,,AGG14,,CPP,,SA,
15.2,Month,Jan-16,K03000001,,AGG14,,CPP,,SA,
15,Month,Feb-16,K03000001,,AGG14,,CPP,,SA,
15.4,Month,Mar-16,K03000001,,AGG14,,CPP,,SA,
11.4,Month,Apr-16,K03000001,,AGG14,,CPP,,SA,
23,Month,May-16,K03000001,,AGG14,,CPP,,SA,
18.8,Month,Jun-16,K03000001,,AGG14,,CPP,,SA,
16.4,Month,Jul-16,K03000001,,AGG14,,CPP,,SA,
33.3,Month,Aug-16,K03000001,,AGG14,,CPP,,SA,
36.3,Month,Sep-16,K03000001,,AGG14,,CPP,,SA,
38.4,Month,Oct-16,K03000001,,AGG14,,CPP,,SA,
34.7,Month,Nov-16,K03000001,,AGG14,,CPP,,SA,
44.2,Month,Dec-16,K03000001,,AGG14,,CPP,,SA,
14.9,Month,Jan-17,K03000001,,AGG14,,CPP,,SA,
26.9,Month,Feb-17,K03000001,,AGG14,,CPP,,SA,
26.4,Month,Mar-17,K03000001,,AGG14,,CPP,,SA,
26.7,Month,Apr-17,K03000001,,AGG14,,CPP,,SA,
20.8,Month,May-17,K03000001,,AGG14,,CPP,,SA,
23,Month,Jun-17,K03000001,,AGG14,,CPP,,SA,
13.9,Month,Jul-17,K03000001,,AGG14,,CPP,,SA,
15.9,Month,Aug-17,K03000001,,AGG14,,CPP,,SA,
0.4,Month,Dec-06,K03000001,,AGG14,,MOM,,SA,
7,Month,Jan-07,K03000001,,AGG14,,MOM,,SA,
7.7,Month,Feb-07,K03000001,,AGG14,,MOM,,SA,
9.4,Month,Mar-07,K03000001,,AGG14,,MOM,,SA,
4.2,Month,Apr-07,K03000001,,AGG14,,MOM,,SA,
5.9,Month,May-07,K03000001,,AGG14,,MOM,,SA,
2.7,Month,Jun-07,K03000001,,AGG14,,MOM,,SA,
0.6,Month,Jul-07,K03000001,,AGG14,,MOM,,SA,
4.2,Month,Aug-07,K03000001,,AGG14,,MOM,,SA,
4,Month,Sep-07,K03000001,,AGG14,,MOM,,SA,
0.8,Month,Oct-07,K03000001,,AGG14,,MOM,,SA,
1.6,Month,Nov-07,K03000001,,AGG14,,MOM,,SA,
4.4,Month,Dec-07,K03000001,,AGG14,,MOM,,SA,
6.9,Month,Jan-08,K03000001,,AGG14,,MOM,,SA,
5,Month,Feb-08,K03000001,,AGG14,,MOM,,SA,
4.3,Month,Mar-08,K03000001,,AGG14,,MOM,,SA,
5.3,Month,Apr-08,K03000001,,AGG14,,MOM,,SA,
1.2,Month,May-08,K03000001,,AGG14,,MOM,,SA,
4.6,Month,Jun-08,K03000001,,AGG14,,MOM,,SA,
2.3,Month,Jul-08,K03000001,,AGG14,,MOM,,SA,
0.1,Month,Aug-08,K03000001,,AGG14,,MOM,,SA,
2.9,Month,Sep-08,K03000001,,AGG14,,MOM,,SA,
-2.8,Month,Oct-08,K03000001,,AGG14,,MOM,,SA,
-0.9,Month,Nov-08,K03000001,,AGG14,,MOM,,SA,
4.9,Month,Dec-08,K03000001,,AGG14,,MOM,,SA,
8,Month,Jan-09,K03000001,,AGG14,,MOM,,SA,
0.2,Month,Feb-09,K03000001,,AGG14,,MOM,,SA,
-2.1,Month,Mar-09,K03000001,,AGG14,,MOM,,SA,
10.1,Month,Apr-09,K03000001,,AGG14,,MOM,,SA,
-6.5,Month,May-09,K03000001,,AGG14,,MOM,,SA,
4.2,Month,Jun-09,K03000001,,AGG14,,MOM,,SA,
10.9,Month,Jul-09,K03000001,,AGG14,,MOM,,SA,
-4.6,Month,Aug-09,K03000001,,AGG14,,MOM,,SA,
2.4,Month,Sep-09,K03000001,,AGG14,,MOM,,SA,
4.3,Month,Oct-09,K03000001,,AGG14,,MOM,,SA,
7.1,Month,Nov-09,K03000001,,AGG14,,MOM,,SA,
-4.2,Month,Dec-09,K03000001,,AGG14,,MOM,,SA,
-3.4,Month,Jan-10,K03000001,,AGG14,,MOM,,SA,
-1.3,Month,Feb-10,K03000001,,AGG14,,MOM,,SA,
2.5,Month,Mar-10,K03000001,,AGG14,,MOM,,SA,
-0.7,Month,Apr-10,K03000001,,AGG14,,MOM,,SA,
4.1,Month,May-10,K03000001,,AGG14,,MOM,,SA,
0.6,Month,Jun-10,K03000001,,AGG14,,MOM,,SA,
3.3,Month,Jul-10,K03000001,,AGG14,,MOM,,SA,
6.3,Month,Aug-10,K03000001,,AGG14,,MOM,,SA,
-0.1,Month,Sep-10,K03000001,,AGG14,,MOM,,SA,
4.2,Month,Oct-10,K03000001,,AGG14,,MOM,,SA,
1.5,Month,Nov-10,K03000001,,AGG14,,MOM,,SA,
0.5,Month,Dec-10,K03000001,,AGG14,,MOM,,SA,
7,Month,Jan-11,K03000001,,AGG14,,MOM,,SA,
-3,Month,Feb-11,K03000001,,AGG14,,MOM,,SA,
-2.9,Month,Mar-11,K03000001,,AGG14,,MOM,,SA,
0.5,Month,Apr-11,K03000001,,AGG14,,MOM,,SA,
4.9,Month,May-11,K03000001,,AGG14,,MOM,,SA,
5.1,Month,Jun-11,K03000001,,AGG14,,MOM,,SA,
2.7,Month,Jul-11,K03000001,,AGG14,,MOM,,SA,
5.5,Month,Aug-11,K03000001,,AGG14,,MOM,,SA,
2.5,Month,Sep-11,K03000001,,AGG14,,MOM,,SA,
-1.5,Month,Oct-11,K03000001,,AGG14,,MOM,,SA,
12.7,Month,Nov-11,K03000001,,AGG14,,MOM,,SA,
-3.6,Month,Dec-11,K03000001,,AGG14,,MOM,,SA,
-1.8,Month,Jan-12,K03000001,,AGG14,,MOM,,SA,
0.5,Month,Feb-12,K03000001,,AGG14,,MOM,,SA,
1.3,Month,Mar-12,K03000001,,AGG14,,MOM,,SA,
0.6,Month,Apr-12,K03000001,,AGG14,,MOM,,SA,
0.9,Month,May-12,K03000001,,AGG14,,MOM,,SA,
-0.6,Month,Jun-12,K03000001,,AGG14,,MOM,,SA,
1.3,Month,Jul-12,K03000001,,AGG14,,MOM,,SA,
-9.1,Month,Aug-12,K03000001,,AGG14,,MOM,,SA,
11.2,Month,Sep-12,K03000001,,AGG14,,MOM,,SA,
-0.6,Month,Oct-12,K03000001,,AGG14,,MOM,,SA,
2.4,Month,Nov-12,K03000001,,AGG14,,MOM,,SA,
8.9,Month,Dec-12,K03000001,,AGG14,,MOM,,SA,
-2.2,Month,Jan-13,K03000001,,AGG14,,MOM,,SA,
4.6,Month,Feb-13,K03000001,,AGG14,,MOM,,SA,
3.6,Month,Mar-13,K03000001,,AGG14,,MOM,,SA,
-3.1,Month,Apr-13,K03000001,,AGG14,,MOM,,SA,
-0.1,Month,May-13,K03000001,,AGG14,,MOM,,SA,
3.3,Month,Jun-13,K03000001,,AGG14,,MOM,,SA,
2.5,Month,Jul-13,K03000001,,AGG14,,MOM,,SA,
1.3,Month,Aug-13,K03000001,,AGG14,,MOM,,SA,
-2,Month,Sep-13,K03000001,,AGG14,,MOM,,SA,
1.1,Month,Oct-13,K03000001,,AGG14,,MOM,,SA,
-1.6,Month,Nov-13,K03000001,,AGG14,,MOM,,SA,
4.5,Month,Dec-13,K03000001,,AGG14,,MOM,,SA,
-4,Month,Jan-14,K03000001,,AGG14,,MOM,,SA,
9.6,Month,Feb-14,K03000001,,AGG14,,MOM,,SA,
0.1,Month,Mar-14,K03000001,,AGG14,,MOM,,SA,
3.5,Month,Apr-14,K03000001,,AGG14,,MOM,,SA,
3.2,Month,May-14,K03000001,,AGG14,,MOM,,SA,
-2.1,Month,Jun-14,K03000001,,AGG14,,MOM,,SA,
2.9,Month,Jul-14,K03000001,,AGG14,,MOM,,SA,
-1,Month,Aug-14,K03000001,,AGG14,,MOM,,SA,
-3.3,Month,Sep-14,K03000001,,AGG14,,MOM,,SA,
3.6,Month,Oct-14,K03000001,,AGG14,,MOM,,SA,
3.7,Month,Nov-14,K03000001,,AGG14,,MOM,,SA,
-1.1,Month,Dec-14,K03000001,,AGG14,,MOM,,SA,
6.2,Month,Jan-15,K03000001,,AGG14,,MOM,,SA,
-4.3,Month,Feb-15,K03000001,,AGG14,,MOM,,SA,
2.3,Month,Mar-15,K03000001,,AGG14,,MOM,,SA,
6.3,Month,Apr-15,K03000001,,AGG14,,MOM,,SA,
-4.6,Month,May-15,K03000001,,AGG14,,MOM,,SA,
4.3,Month,Jun-15,K03000001,,AGG14,,MOM,,SA,
4.7,Month,Jul-15,K03000001,,AGG14,,MOM,,SA,
-9.8,Month,Aug-15,K03000001,,AGG14,,MOM,,SA,
5.2,Month,Sep-15,K03000001,,AGG14,,MOM,,SA,
-0.5,Month,Oct-15,K03000001,,AGG14,,MOM,,SA,
3.7,Month,Nov-15,K03000001,,AGG14,,MOM,,SA,
-7.4,Month,Dec-15,K03000001,,AGG14,,MOM,,SA,
17.1,Month,Jan-16,K03000001,,AGG14,,MOM,,SA,
-4.5,Month,Feb-16,K03000001,,AGG14,,MOM,,SA,
2.7,Month,Mar-16,K03000001,,AGG14,,MOM,,SA,
2.7,Month,Apr-16,K03000001,,AGG14,,MOM,,SA,
5.3,Month,May-16,K03000001,,AGG14,,MOM,,SA,
0.8,Month,Jun-16,K03000001,,AGG14,,MOM,,SA,
2.6,Month,Jul-16,K03000001,,AGG14,,MOM,,SA,
3.4,Month,Aug-16,K03000001,,AGG14,,MOM,,SA,
7.5,Month,Sep-16,K03000001,,AGG14,,MOM,,SA,
1.1,Month,Oct-16,K03000001,,AGG14,,MOM,,SA,
0.9,Month,Nov-16,K03000001,,AGG14,,MOM,,SA,
-0.9,Month,Dec-16,K03000001,,AGG14,,MOM,,SA,
-6.7,Month,Jan-17,K03000001,,AGG14,,MOM,,SA,
5.5,Month,Feb-17,K03000001,,AGG14,,MOM,,SA,
2.2,Month,Mar-17,K03000001,,AGG14,,MOM,,SA,
3,Month,Apr-17,K03000001,,AGG14,,MOM,,SA,
0.4,Month,May-17,K03000001,,AGG14,,MOM,,SA,
2.6,Month,Jun-17,K03000001,,AGG14,,MOM,,SA,
-4.9,Month,Jul-17,K03000001,,AGG14,,MOM,,SA,
5.2,Month,Aug-17,K03000001,,AGG14,,MOM,,SA,
21.9,Month,Nov-06,K03000001,,AGG14,,R,,SA,
22.1,Month,Dec-06,K03000001,,AGG14,,R,,SA,
23.7,Month,Jan-07,K03000001,,AGG14,,R,,SA,
24.9,Month,Feb-07,K03000001,,AGG14,,R,,SA,
27.4,Month,Mar-07,K03000001,,AGG14,,R,,SA,
