V4_0,Time_codelist,Time,Geography_codelist,Geography,Employment size band_codelist,Employment size band,Entity Type_codelist,Entity Type,SIC07_codelist,SIC07
5.0,Year,2017,E12000004,,,250+,,Local Units,24,24 : Manufacture of basic metals
255.0,Year,2017,E12000004,,,Total,,Local Units,24,24 : Manufacture of basic metals
190.0,Year,2017,E12000005,,,0-4,,Local Units,24,24 : Manufacture of basic metals
55.0,Year,2017,E12000005,,,5-9,,Local Units,24,24 : Manufacture of basic metals
60.0,Year,2017,E12000005,,,10-19,,Local Units,24,24 : Manufacture of basic metals
70.0,Year,2017,E12000005,,,20-49,,Local Units,24,24 : Manufacture of basic metals
35.0,Year,2017,E12000005,,,50-99,,Local Units,24,24 : Manufacture of basic metals
20.0,Year,2017,E12000005,,,100-249,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,E12000005,,,250+,,Local Units,24,24 : Manufacture of basic metals
435.0,Year,2017,E12000005,,,Total,,Local Units,24,24 : Manufacture of basic metals
80.0,Year,2017,E12000006,,,0-4,,Local Units,24,24 : Manufacture of basic metals
15.0,Year,2017,E12000006,,,5-9,,Local Units,24,24 : Manufacture of basic metals
15.0,Year,2017,E12000006,,,10-19,,Local Units,24,24 : Manufacture of basic metals
15.0,Year,2017,E12000006,,,20-49,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,E12000006,,,50-99,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,E12000006,,,100-249,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,E12000006,,,250+,,Local Units,24,24 : Manufacture of basic metals
135.0,Year,2017,E12000006,,,Total,,Local Units,24,24 : Manufacture of basic metals
110.0,Year,2017,E12000007,,,0-4,,Local Units,24,24 : Manufacture of basic metals
20.0,Year,2017,E12000007,,,5-9,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,E12000007,,,10-19,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,E12000007,,,20-49,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,E12000007,,,50-99,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,E12000007,,,100-249,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,E12000007,,,250+,,Local Units,24,24 : Manufacture of basic metals
145.0,Year,2017,E12000007,,,Total,,Local Units,24,24 : Manufacture of basic metals
120.0,Year,2017,E12000008,,,0-4,,Local Units,24,24 : Manufacture of basic metals
25.0,Year,2017,E12000008,,,5-9,,Local Units,24,24 : Manufacture of basic metals
20.0,Year,2017,E12000008,,,10-19,,Local Units,24,24 : Manufacture of basic metals
25.0,Year,2017,E12000008,,,20-49,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,E12000008,,,50-99,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,E12000008,,,100-249,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,E12000008,,,250+,,Local Units,24,24 : Manufacture of basic metals
195.0,Year,2017,E12000008,,,Total,,Local Units,24,24 : Manufacture of basic metals
80.0,Year,2017,E12000009,,,0-4,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,E12000009,,,5-9,,Local Units,24,24 : Manufacture of basic metals
15.0,Year,2017,E12000009,,,10-19,,Local Units,24,24 : Manufacture of basic metals
15.0,Year,2017,E12000009,,,20-49,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,E12000009,,,50-99,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,E12000009,,,100-249,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,E12000009,,,250+,,Local Units,24,24 : Manufacture of basic metals
130.0,Year,2017,E12000009,,,Total,,Local Units,24,24 : Manufacture of basic metals
45.0,Year,2017,W92000001,,,0-4,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,W92000001,,,5-9,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,W92000001,,,10-19,,Local Units,24,24 : Manufacture of basic metals
15.0,Year,2017,W92000001,,,20-49,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,W92000001,,,50-99,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,W92000001,,,100-249,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,W92000001,,,250+,,Local Units,24,24 : Manufacture of basic metals
95.0,Year,2017,W92000001,,,Total,,Local Units,24,24 : Manufacture of basic metals
105.0,Year,2017,S92000001,,,0-4,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,S92000001,,,5-9,,Local Units,24,24 : Manufacture of basic metals
15.0,Year,2017,S92000001,,,10-19,,Local Units,24,24 : Manufacture of basic metals
15.0,Year,2017,S92000001,,,20-49,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,S92000001,,,50-99,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,S92000001,,,100-249,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,S92000001,,,250+,,Local Units,24,24 : Manufacture of basic metals
160.0,Year,2017,S92000001,,,Total,,Local Units,24,24 : Manufacture of basic metals
45.0,Year,2017,N92000001,,,0-4,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,N92000001,,,5-9,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,N92000001,,,10-19,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,N92000001,,,20-49,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,N92000001,,,50-99,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,N92000001,,,100-249,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,N92000001,,,250+,,Local Units,24,24 : Manufacture of basic metals
65.0,Year,2017,N92000001,,,Total,,Local Units,24,24 : Manufacture of basic metals
17335.0,Year,2017,K02000001,,,0-4,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
4295.0,Year,2017,K02000001,,,5-9,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
3220.0,Year,2017,K02000001,,,10-19,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
2295.0,Year,2017,K02000001,,,20-49,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
755.0,Year,2017,K02000001,,,50-99,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
315.0,Year,2017,K02000001,,,100-249,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
65.0,Year,2017,K02000001,,,250+,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
28280.0,Year,2017,K02000001,,,Total,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
16815.0,Year,2017,K03000001,,,0-4,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
4160.0,Year,2017,K03000001,,,5-9,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
3125.0,Year,2017,K03000001,,,10-19,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
2225.0,Year,2017,K03000001,,,20-49,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
740.0,Year,2017,K03000001,,,50-99,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
305.0,Year,2017,K03000001,,,100-249,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
65.0,Year,2017,K03000001,,,250+,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
27435.0,Year,2017,K03000001,,,Total,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
15620.0,Year,2017,K04000001,,,0-4,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
3895.0,Year,2017,K04000001,,,5-9,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
2905.0,Year,2017,K04000001,,,10-19,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
2090.0,Year,2017,K04000001,,,20-49,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
680.0,Year,2017,K04000001,,,50-99,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
270.0,Year,2017,K04000001,,,100-249,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
60.0,Year,2017,K04000001,,,250+,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
25520.0,Year,2017,K04000001,,,Total,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
14805.0,Year,2017,E92000001,,,0-4,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
3740.0,Year,2017,E92000001,,,5-9,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
2795.0,Year,2017,E92000001,,,10-19,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
2010.0,Year,2017,E92000001,,,20-49,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
635.0,Year,2017,E92000001,,,50-99,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
250.0,Year,2017,E92000001,,,100-249,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
55.0,Year,2017,E92000001,,,250+,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
24290.0,Year,2017,E92000001,,,Total,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
660.0,Year,2017,E12000001,,,0-4,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
130.0,Year,2017,E12000001,,,5-9,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
130.0,Year,2017,E12000001,,,10-19,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
115.0,Year,2017,E12000001,,,20-49,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
45.0,Year,2017,E12000001,,,50-99,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
25.0,Year,2017,E12000001,,,100-249,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
5.0,Year,2017,E12000001,,,250+,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
1110.0,Year,2017,E12000001,,,Total,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
1835.0,Year,2017,E12000002,,,0-4,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
465.0,Year,2017,E12000002,,,5-9,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
360.0,Year,2017,E12000002,,,10-19,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
260.0,Year,2017,E12000002,,,20-49,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
80.0,Year,2017,E12000002,,,50-99,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
30.0,Year,2017,E12000002,,,100-249,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
15.0,Year,2017,E12000002,,,250+,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
3045.0,Year,2017,E12000002,,,Total,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
1430.0,Year,2017,E12000003,,,0-4,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
485.0,Year,2017,E12000003,,,5-9,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
380.0,Year,2017,E12000003,,,10-19,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
280.0,Year,2017,E12000003,,,20-49,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
90.0,Year,2017,E12000003,,,50-99,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
40.0,Year,2017,E12000003,,,100-249,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
5.0,Year,2017,E12000003,,,250+,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
2710.0,Year,2017,E12000003,,,Total,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
1560.0,Year,2017,E12000004,,,0-4,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
380.0,Year,2017,E12000004,,,5-9,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
280.0,Year,2017,E12000004,,,10-19,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
215.0,Year,2017,E12000004,,,20-49,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
75.0,Year,2017,E12000004,,,50-99,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
30.0,Year,2017,E12000004,,,100-249,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
5.0,Year,2017,E12000004,,,250+,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
2545.0,Year,2017,E12000004,,,Total,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
2360.0,Year,2017,E12000005,,,0-4,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
680.0,Year,2017,E12000005,,,5-9,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
550.0,Year,2017,E12000005,,,10-19,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
450.0,Year,2017,E12000005,,,20-49,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
150.0,Year,2017,E12000005,,,50-99,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
55.0,Year,2017,E12000005,,,100-249,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
15.0,Year,2017,E12000005,,,250+,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
4260.0,Year,2017,E12000005,,,Total,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
1725.0,Year,2017,E12000006,,,0-4,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
470.0,Year,2017,E12000006,,,5-9,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
330.0,Year,2017,E12000006,,,10-19,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
205.0,Year,2017,E12000006,,,20-49,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
65.0,Year,2017,E12000006,,,50-99,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
15.0,Year,2017,E12000006,,,100-249,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
0.0,Year,2017,E12000006,,,250+,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
2810.0,Year,2017,E12000006,,,Total,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
1370.0,Year,2017,E12000007,,,0-4,,Local Units,25,25 : Manufacture of fabricated metal products; except machinery and equipment
