V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Age Group_codelist,Age Group,Earnings_codelist,Earnings,Gender_codelist,Gender,Provision_codelist,Provision
20.2,,5.8,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Defined contribution
16.3,,6.7,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Group personal pension
,x,34.0,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Group self-invested personal pension
6.5,,11.0,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Group stakeholder pension
,x,24.0,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Unknown pension provision
24.0,,5.4,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,No pension provision
30.0,,4.8,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Defined benefit
21.7,,6.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Defined contribution
18.4,,6.8,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Group personal pension
,x,35.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Group self-invested personal pension
5.7,,13.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Group stakeholder pension
,x,28.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Unknown pension provision
22.1,,6.2,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,No pension provision
39.9,,2.1,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Defined benefit
17.8,,3.8,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Defined contribution
20.2,,3.5,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Group personal pension
1.1,,18.0,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Group self-invested personal pension
5.9,,7.1,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Group stakeholder pension
1.5,,15.0,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Unknown pension provision
13.6,,4.5,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,No pension provision
24.6,,2.6,Year,2016,K02000001,,,60 - 64,,All,,Male,,Defined benefit
20.0,,2.9,Year,2016,K02000001,,,60 - 64,,All,,Male,,Defined contribution
16.7,,3.4,Year,2016,K02000001,,,60 - 64,,All,,Male,,Group personal pension
0.9,,17.0,Year,2016,K02000001,,,60 - 64,,All,,Male,,Group self-invested personal pension
5.4,,6.2,Year,2016,K02000001,,,60 - 64,,All,,Male,,Group stakeholder pension
1.3,,13.0,Year,2016,K02000001,,,60 - 64,,All,,Male,,Unknown pension provision
31.1,,2.2,Year,2016,K02000001,,,60 - 64,,All,,Male,,No pension provision
,x,28.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Defined benefit
13.3,,19.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Defined contribution
,x,41.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Group self-invested personal pension
,x,45.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Group stakeholder pension
,x,99.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Unknown pension provision
72.6,,4.7,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,No pension provision
12.3,,14.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Defined benefit
12.8,,13.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Defined contribution
,x,25.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Group personal pension
,x,99.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Group self-invested personal pension
,x,35.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Group stakeholder pension
,x,45.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Unknown pension provision
66.8,,3.6,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,No pension provision
14.1,,11.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Defined benefit
22.6,,8.1,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Defined contribution
10.5,,13.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Group personal pension
,x,45.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Group self-invested personal pension
,x,22.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Unknown pension provision
47.8,,4.7,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,No pension provision
24.9,,6.3,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Defined benefit
22.2,,6.6,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Defined contribution
13.1,,9.2,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Group personal pension
,x,43.0,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Group self-invested personal pension
4.8,,16.0,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Group stakeholder pension
,x,26.0,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Unknown pension provision
32.6,,5.3,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,No pension provision
25.7,,6.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Defined benefit
20.6,,6.9,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Defined contribution
17.6,,7.8,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Group personal pension
,x,38.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Group self-invested personal pension
4.8,,16.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Group stakeholder pension
,x,26.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Unknown pension provision
28.7,,5.7,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,No pension provision
23.5,,7.5,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Defined benefit
22.2,,7.7,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Defined contribution
19.7,,8.5,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Group personal pension
,x,45.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Group self-invested personal pension
6.6,,16.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Group stakeholder pension
,x,34.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Unknown pension provision
25.7,,7.2,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,No pension provision
31.1,,3.8,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Defined benefit
19.4,,5.2,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Defined contribution
21.9,,5.0,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Group personal pension
,x,27.0,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Group self-invested personal pension
6.9,,9.6,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Group stakeholder pension
,x,24.0,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Unknown pension provision
18.5,,5.5,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,No pension provision
12.1,,5.9,Year,2016,K02000001,,,65 and over,,All,,Male,,Defined benefit
8.5,,7.0,Year,2016,K02000001,,,65 and over,,All,,Male,,Defined contribution
7.1,,8.0,Year,2016,K02000001,,,65 and over,,All,,Male,,Group personal pension
,x,39.0,Year,2016,K02000001,,,65 and over,,All,,Male,,Group self-invested personal pension
2.7,,13.0,Year,2016,K02000001,,,65 and over,,All,,Male,,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,65 and over,,All,,Male,,Unknown pension provision
68.7,,1.5,Year,2016,K02000001,,,65 and over,,All,,Male,,No pension provision
,x,28.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Defined benefit
,x,31.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Defined contribution
,x,50.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Group self-invested personal pension
0.0,,0.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Unknown pension provision
92.9,,1.4,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,No pension provision
8.8,,15.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Defined benefit
,x,21.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Defined contribution
,x,25.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Group self-invested personal pension
,x,39.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Unknown pension provision
81.9,,2.2,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,No pension provision
9.0,,18.0,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Defined benefit
7.6,,19.0,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Defined contribution
,x,26.0,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Group self-invested personal pension
,x,41.0,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Group stakeholder pension
,x,,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Unknown pension provision
77.0,,3.0,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,No pension provision
12.0,,16.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Defined benefit
8.6,,18.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Defined contribution
10.1,,17.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Group personal pension
,x,70.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Group self-invested personal pension
,x,31.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Unknown pension provision
64.2,,4.3,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,No pension provision
13.5,,16.0,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Defined benefit
10.6,,19.0,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Defined contribution
,x,23.0,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Group personal pension
,x,,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Group self-invested personal pension
,x,45.0,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Group stakeholder pension
,x,70.0,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Unknown pension provision
65.7,,4.7,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,No pension provision
17.0,,17.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Defined benefit
12.2,,20.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Defined contribution
,x,30.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Group personal pension
,x,99.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Group self-invested personal pension
,x,31.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Group stakeholder pension
,x,74.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Unknown pension provision
55.5,,7.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,No pension provision
20.2,,10.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Defined benefit
14.3,,12.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Defined contribution
14.1,,13.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Group personal pension
,x,57.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Group self-invested personal pension
,x,23.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Unknown pension provision
44.6,,5.7,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,No pension provision
34.4,,0.4,Year,2016,K02000001,,,All employees,,All,,Female,,Defined benefit
16.0,,0.7,Year,2016,K02000001,,,All employees,,All,,Female,,Defined contribution
10.9,,0.9,Year,2016,K02000001,,,All employees,,All,,Female,,Group personal pension
0.4,,5.3,Year,2016,K02000001,,,All employees,,All,,Female,,Group self-invested personal pension
3.5,,1.7,Year,2016,K02000001,,,All employees,,All,,Female,,Group stakeholder pension
1.2,,3.1,Year,2016,K02000001,,,All employees,,All,,Female,,Unknown pension provision
33.6,,0.4,Year,2016,K02000001,,,All employees,,All,,Female,,No pension provision
14.4,,2.4,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Defined benefit
6.4,,3.8,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Defined contribution
1.8,,7.7,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Group personal pension
,x,38.0,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Group self-invested personal pension
0.7,,12.0,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Group stakeholder pension
0.3,,19.0,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Unknown pension provision
76.3,,0.6,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,No pension provision
19.2,,1.5,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Defined benefit
13.7,,1.8,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Defined contribution
4.9,,3.4,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Group personal pension
0.2,,16.0,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Group self-invested personal pension
2.7,,4.4,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Group stakeholder pension
0.6,,9.8,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Unknown pension provision
58.7,,0.6,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,No pension provision
28.5,,1.2,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Defined benefit
20.8,,1.5,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Defined contribution
9.2,,2.4,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Group personal pension
0.2,,17.0,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Group self-invested personal pension
3.8,,3.8,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Group stakeholder pension
1.4,,6.6,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Unknown pension provision
36.2,,1.0,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,No pension provision
32.6,,1.1,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Defined benefit
20.7,,1.5,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Defined contribution
13.8,,2.0,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Group personal pension
0.4,,12.0,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Group self-invested personal pension
4.3,,3.7,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Group stakeholder pension
1.6,,6.3,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Unknown pension provision
26.6,,1.3,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,No pension provision
41.6,,1.1,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Defined benefit
16.9,,2.1,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Defined contribution
15.2,,2.3,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Group personal pension
0.5,,14.0,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Group self-invested personal pension
4.2,,4.5,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Group stakeholder pension
1.6,,7.8,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Unknown pension provision
20.1,,1.9,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,No pension provision
48.1,,1.2,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Defined benefit
14.9,,2.8,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Defined contribution
14.9,,2.9,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Group personal pension
0.6,,16.0,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Group self-invested personal pension
4.1,,5.7,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Group stakeholder pension
1.4,,10.0,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Unknown pension provision
16.1,,2.7,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,No pension provision
53.4,,0.7,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Defined benefit
14.6,,1.9,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Defined contribution
15.3,,1.9,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Group personal pension
0.7,,9.5,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Group self-invested personal pension
3.9,,4.0,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Group stakeholder pension
1.1,,7.6,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Unknown pension provision
11.0,,2.3,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,No pension provision
6.0,,5.1,Year,2016,K02000001,,,16 - 21,,All,,Female,,Defined benefit
7.0,,4.6,Year,2016,K02000001,,,16 - 21,,All,,Female,,Defined contribution
3.0,,8.1,Year,2016,K02000001,,,16 - 21,,All,,Female,,Group personal pension
,x,34.0,Year,2016,K02000001,,,16 - 21,,All,,Female,,Group self-invested personal pension
0.9,,15.0,Year,2016,K02000001,,,16 - 21,,All,,Female,,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,16 - 21,,All,,Female,,Unknown pension provision
82.7,,0.6,Year,2016,K02000001,,,16 - 21,,All,,Female,,No pension provision
2.9,,11.0,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Defined benefit
5.8,,7.7,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Defined contribution
1.1,,19.0,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Group personal pension
,x,70.0,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Group self-invested personal pension
,x,58.0,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Unknown pension provision
89.9,,0.6,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,No pension provision
4.4,,11.0,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Defined benefit
6.4,,8.7,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Defined contribution
,x,22.0,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Group personal pension
,x,50.0,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Group self-invested personal pension
,x,29.0,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Unknown pension provision
86.8,,0.9,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,No pension provision
7.2,,11.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Defined benefit
8.1,,9.9,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Defined contribution
3.9,,16.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Group personal pension
,x,70.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Group self-invested personal pension
,x,25.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Group stakeholder pension
,x,45.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Unknown pension provision
78.4,,1.6,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,No pension provision
12.2,,11.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Defined benefit
10.1,,13.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Defined contribution
8.7,,14.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Group self-invested personal pension
,x,29.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Group stakeholder pension
,x,51.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Unknown pension provision
66.3,,3.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,No pension provision
18.5,,16.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Defined benefit
,x,25.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Defined contribution
,x,28.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Group personal pension
,x,99.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Group self-invested personal pension
,x,50.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Unknown pension provision
58.8,,6.9,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,No pension provision
,x,21.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Defined benefit
,x,40.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Defined contribution
,x,40.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Group self-invested personal pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Unknown pension provision
41.9,,18.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,No pension provision
,x,35.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Defined benefit
,x,44.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Defined contribution
,x,56.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Group self-invested personal pension
,x,70.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Unknown pension provision
62.3,,12.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,No pension provision
24.3,,1.4,Year,2016,K02000001,,,22 - 29,,All,,Female,,Defined benefit
21.6,,1.5,Year,2016,K02000001,,,22 - 29,,All,,Female,,Defined contribution
14.4,,1.9,Year,2016,K02000001,,,22 - 29,,All,,Female,,Group personal pension
0.5,,11.0,Year,2016,K02000001,,,22 - 29,,All,,Female,,Group self-invested personal pension
3.7,,3.9,Year,2016,K02000001,,,22 - 29,,All,,Female,,Group stakeholder pension
1.5,,6.5,Year,2016,K02000001,,,22 - 29,,All,,Female,,Unknown pension provision
34.0,,1.1,Year,2016,K02000001,,,22 - 29,,All,,Female,,No pension provision
11.8,,7.9,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Defined benefit
9.8,,8.5,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Defined contribution
2.1,,20.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Group personal pension
,x,,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Group self-invested personal pension
,x,45.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Group stakeholder pension
,x,71.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Unknown pension provision
75.6,,1.6,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,No pension provision
11.0,,5.5,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Defined benefit
20.3,,3.7,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Defined contribution
6.8,,7.2,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Group personal pension
,x,41.0,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Group self-invested personal pension
2.9,,11.0,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Group stakeholder pension
0.9,,20.0,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Unknown pension provision
57.9,,1.6,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,No pension provision
17.1,,4.0,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Defined benefit
28.9,,2.8,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Defined contribution
11.4,,5.1,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Group personal pension
,x,38.0,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Group self-invested personal pension
3.6,,8.9,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Group stakeholder pension
2.0,,13.0,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Unknown pension provision
36.8,,2.4,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,No pension provision
19.6,,3.4,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Defined benefit
25.7,,2.8,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Defined contribution
17.5,,3.7,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Group personal pension
,x,21.0,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Group self-invested personal pension
4.4,,7.5,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Group stakeholder pension
1.9,,12.0,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Unknown pension provision
30.3,,2.6,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,No pension provision
31.5,,2.9,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Defined benefit
20.1,,3.8,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Defined contribution
18.2,,4.2,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Group personal pension
,x,25.0,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Group self-invested personal pension
4.8,,8.7,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Group stakeholder pension
1.6,,16.0,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Unknown pension provision
23.2,,3.6,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,No pension provision
43.0,,2.8,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Defined benefit
16.8,,5.4,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Defined contribution
16.6,,5.6,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Group personal pension
,x,32.0,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Group self-invested personal pension
3.2,,13.0,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Unknown pension provision
18.5,,5.2,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,No pension provision
38.4,,2.9,Year,2016,K02000001,,,22 - 29,,£600 and over,,Female,,Defined benefit
18.9,,4.8,Year,2016,K02000001,,,22 - 29,,£600 and over,,Female,,Defined contribution
