V4_0,Time_codelist,Time,Geography_codelist,Geography,Transactions_codelist,Transactions,Flow_codelist,Flow
18745,Quarter,2000 Q4,K02000001,,,Total Value,,Acquisition
13473,Quarter,2001 Q1,K02000001,,,Total Value,,Acquisition
12208,Quarter,2001 Q2,K02000001,,,Total Value,,Acquisition
7555,Quarter,2001 Q3,K02000001,,,Total Value,,Acquisition
8237,Quarter,2001 Q4,K02000001,,,Total Value,,Acquisition
8826,Quarter,2002 Q1,K02000001,,,Total Value,,Acquisition
8285,Quarter,2002 Q2,K02000001,,,Total Value,,Acquisition
6020,Quarter,2002 Q3,K02000001,,,Total Value,,Acquisition
3495,Quarter,2002 Q4,K02000001,,,Total Value,,Acquisition
12597,Quarter,2003 Q1,K02000001,,,Total Value,,Acquisition
2030,Quarter,2003 Q2,K02000001,,,Total Value,,Acquisition
2612,Quarter,2003 Q3,K02000001,,,Total Value,,Acquisition
3517,Quarter,2003 Q4,K02000001,,,Total Value,,Acquisition
2302,Quarter,2004 Q1,K02000001,,,Total Value,,Acquisition
3279,Quarter,2004 Q2,K02000001,,,Total Value,,Acquisition
9781,Quarter,2004 Q3,K02000001,,,Total Value,,Acquisition
3347,Quarter,2004 Q4,K02000001,,,Total Value,,Acquisition
3601,Quarter,2005 Q1,K02000001,,,Total Value,,Acquisition
7762,Quarter,2005 Q2,K02000001,,,Total Value,,Acquisition
7600,Quarter,2005 Q3,K02000001,,,Total Value,,Acquisition
13769,Quarter,2005 Q4,K02000001,,,Total Value,,Acquisition
7629,Quarter,2006 Q1,K02000001,,,Total Value,,Acquisition
6517,Quarter,2006 Q2,K02000001,,,Total Value,,Acquisition
15171,Quarter,2006 Q3,K02000001,,,Total Value,,Acquisition
8095,Quarter,2006 Q4,K02000001,,,Total Value,,Acquisition
4506,Quarter,2007 Q1,K02000001,,,Total Value,,Acquisition
17617,Quarter,2007 Q2,K02000001,,,Total Value,,Acquisition
9873,Quarter,2007 Q3,K02000001,,,Total Value,,Acquisition
25818,Quarter,2007 Q4,K02000001,,,Total Value,,Acquisition
15946,Quarter,2008 Q1,K02000001,,,Total Value,,Acquisition
5729,Quarter,2008 Q2,K02000001,,,Total Value,,Acquisition
4247,Quarter,2008 Q3,K02000001,,,Total Value,,Acquisition
3748,Quarter,2008 Q4,K02000001,,,Total Value,,Acquisition
3744,Quarter,2009 Q1,K02000001,,,Total Value,,Acquisition
2811,Quarter,2009 Q2,K02000001,,,Total Value,,Acquisition
2574,Quarter,2009 Q3,K02000001,,,Total Value,,Acquisition
1019,Quarter,2009 Q4,K02000001,,,Total Value,,Acquisition
1027,Quarter,2010 Q1,K02000001,,,Total Value,,Acquisition
2293,Quarter,2010 Q2,K02000001,,,Total Value,,Acquisition
5308,Quarter,2010 Q3,K02000001,,,Total Value,,Acquisition
3786,Quarter,2010 Q4,K02000001,,,Total Value,,Acquisition
19848,Quarter,2011 Q1,K02000001,,,Total Value,,Acquisition
10982,Quarter,2011 Q2,K02000001,,,Total Value,,Acquisition
6816,Quarter,2011 Q3,K02000001,,,Total Value,,Acquisition
12588,Quarter,2011 Q4,K02000001,,,Total Value,,Acquisition
772,Quarter,2012 Q1,K02000001,,,Total Value,,Acquisition
6243,Quarter,2012 Q2,K02000001,,,Total Value,,Acquisition
8231,Quarter,2012 Q3,K02000001,,,Total Value,,Acquisition
2687,Quarter,2012 Q4,K02000001,,,Total Value,,Acquisition
1977,Quarter,2013 Q1,K02000001,,,Total Value,,Acquisition
1045,Quarter,2013 Q2,K02000001,,,Total Value,,Acquisition
474,Quarter,2013 Q3,K02000001,,,Total Value,,Acquisition
1944,Quarter,2014 Q1,K02000001,,,Total Value,,Acquisition
2481,Quarter,2014 Q2,K02000001,,,Total Value,,Acquisition
4470,Quarter,2014 Q3,K02000001,,,Total Value,,Acquisition
11752,Quarter,2014 Q4,K02000001,,,Total Value,,Acquisition
9391,Quarter,2015 Q1,K02000001,,,Total Value,,Acquisition
11058,Quarter,2015 Q2,K02000001,,,Total Value,,Acquisition
2103,Quarter,2015 Q3,K02000001,,,Total Value,,Acquisition
3009,Quarter,2015 Q4,K02000001,,,Total Value,,Acquisition
8774,Quarter,2016 Q1,K02000001,,,Total Value,,Acquisition
1975,Quarter,2016 Q2,K02000001,,,Total Value,,Acquisition
3094,Quarter,2016 Q3,K02000001,,,Total Value,,Acquisition
3449,Quarter,2016 Q4,K02000001,,,Total Value,,Acquisition
2137,Quarter,2017 Q1,K02000001,,,Total Value,,Acquisition
18296,Quarter,2017 Q2,K02000001,,,Total Value,,Acquisition
